order_id,order_date,product_id,category,region,quantity,revenue
102846,06-13-2024,P08,STATIONERY,North,6,38.40
104881,13/10/2024,P05,home,South,1,$14.75
102051,03-30-2024,P03,stationery,South,4,$16.80
104922,11-17-2024,P06,home,South,3,$24.90
104652,23/12/2024,P04,HOME,West,6,192.00
104546,2024-05-12,P08,stationery,South,2,12.80
101290,27 Jun 2024,P01,electronics,South,3,$74.97
104086,2024-11-21,P06,HOME,South,5,41.50
100994,23 Mar 2024,P03,stationery,West,3,12.60
100982,02 May 2024,P05,HOME,West,1,$14.75
104891,28/02/2024,P03,stationery,West,1,4.20
100619,04/11/2024,P07,electronics ,South,3,$237.00
102121,23/09/2024,P06,home,South,3,24.90
103807,08-18-2024,P03,stationery,South,6,$25.20
102395,2024-12-04,P07,electronics,East,3,$237.00
102194,10-24-2024,P08,STATIONERY,South,4,25.60
103945,19/11/2024,P08,stationery, North ,5,32.00
100822,10-19-2024,P04,home ,West,5,160.00
104212,06 Feb 2024,P02,electronics,South,6,$57.00
104620,2024-06-20,P07,electronics,East,6,474.00
100884,05 Jan 2024,P06,home, North ,5,$41.50
103116,2024-08-24,P08,STATIONERY,East,1,6.40
101321,03-21-2024,P01,electronics,West,4,$99.96
101393,2024-12-14,P08,STATIONERY,East,4,$25.60
103880,27/05/2024,P01,ELECTRONICS,West,6,149.94
104244,11-09-2024,P04,home,East,5,$160.00
100328,2024-09-29,P05,home ,North,4,
100683,04-23-2024,P05,home,West,4,59.00
104983,27/06/2024,P06,HOME,North,2,$16.60
103549,08/05/2024,P07,electronics, South ,4,316.00
101607,30 May 2024,P04,home, East ,7,$224.00
101915,2024-12-21,P03,stationery,East,2,8.40
103003,2024-09-21,P06,home,West,3,$24.90
102318,10-02-2024,P07,ELECTRONICS, North ,3,237.00
102079,06/01/2024,P03,stationery,West,6,25.20
102085,01 Feb 2024,P02,electronics,North,6,$57.00
102496,09/09/2024,P08,stationery,North,2,12.80
103973,27/03/2024,P06,HOME, South ,2,
102054,2024-05-29,P03,stationery,West,5,21.00
101972,29 Jun 2024,P02,electronics,West,4,$38.00
102719,02-13-2024,P01,electronics,East,6,$149.94
102878,30 Sep 2024,P04,home,North,6,192.00
104855,07 Apr 2024,P05,home,South,5,73.75
103364,13/09/2024,P07,electronics,West,2,158.00
101803,08-01-2024,P05,HOME,West,3,$44.25
100238,05/11/2024,P05,home,East,1,$14.75
100218,2024-11-25,P06,HOME,South,3,24.90
101615,2024-04-07,P04,HOME,South,7,224.00
102934,02 Nov 2024,P04,HOME,South,5,$160.00
103330,05-29-2024,P03,STATIONERY ,North,4,16.80
103547,08-14-2024,P03,STATIONERY, West ,3,$12.60
101087,07 Oct 2024,P02,ELECTRONICS,North,7,$66.50
103508,12-13-2024,P06,home,East,1,8.30
101459,2024-05-01,P08,stationery,North,5,$32.00
101063,2024-01-25,P08,stationery,South,6,38.40
104400,2024-11-25,P06,home, East ,3,24.90
100121,08-08-2024,P01,ELECTRONICS, North ,6,$149.94
101959,19/09/2024,P04,HOME,West,7,224.00
103101,2024-10-21,P06,HOME,West,1,8.30
102976,05 Sep 2024,P02,ELECTRONICS,North,4,38.00
101382,27 May 2024,P04,home,South,3,$96.00
103399,02/11/2024,P02,ELECTRONICS, West ,5,$47.50
104280,02 Mar 2024,P05,home ,,3,$44.25
102358,2024-06-20,P07,electronics,South,7,553.00
100035,10-16-2024,P06,home,South,2,$16.60
101873,2024-12-27,P02,electronics ,East,1,9.50
100280,07/10/2024,P02,ELECTRONICS ,South,5,47.50
104753,2024-01-08,P07,ELECTRONICS,South,6,$474.00
102810,21/10/2024,P08,STATIONERY,East,4,$25.60
100885,2024-03-12,P07,electronics,South,3,$237.00
101190,05-19-2024,P03,stationery ,South,3,$12.60
103993,2024-03-21,P07,electronics,South,5,395.00
103738,05-11-2024,P03,stationery,,4,16.80
101306,2024-06-27,P04,home,North,5,160.00
102499,27 Mar 2024,P05,home,,3,$44.25
101352,07 May 2024,P04,home,East,7,224.00
101069,15 Sep 2024,P04,home,South,2,64.00
102130,2024-10-20,P02,electronics,West,1,$9.50
100119,03 Aug 2024,P02,ELECTRONICS,South,5,47.50
104774,12 Mar 2024,P06,HOME,South,7,$58.10
102871,18 Oct 2024,P07,electronics,South,1,79.00
101583,2024-01-13,P08,stationery,West,2,12.80
101816,21 Apr 2024,P08,stationery,East,6,$38.40
100129,09/06/2024,P06,HOME ,North,7,$58.10
104233,29 Jul 2024,P08,stationery,West,7,44.80
102140,12-28-2024,P03,stationery,South,3,12.60
104256,17/07/2024,P07,electronics,West,7,553.00
100887,2024-11-16,P02,electronics ,West,5,$47.50
102283,04 Oct 2024,P01,ELECTRONICS,North,3,74.97
104219,2024-07-02,P07,electronics,East,5,395.00
102151,12-01-2024,P07,electronics,South,5,$395.00
104703,23 Nov 2024,P07,electronics,South,1,$79.00
103932,2024-10-12,P04,home,South,7,224.00
103300,2024-05-12,P07,ELECTRONICS,South,6,474.00
103316,04-09-2024,P04,home,West,1,$32.00
104767,2024-05-09,P08,STATIONERY,North,2,12.80
104965,24 Jan 2024,P04,home, North ,4,$128.00
102356,2024-09-03,P08,stationery,South,5,$32.00
103661,19 Mar 2024,P01,electronics,North,5,$124.95
101304,11-26-2024,P07,electronics,West,4,$316.00
103036,04-11-2024,P05,home, North ,4,59.00
100027,2024-06-11,P07,electronics,West,1,79.00
104736,28 Dec 2024,P01,ELECTRONICS,North,4,$99.96
102521,25 Sep 2024,P04,home,East,7,$224.00
103922,08-17-2024,P07,electronics,West,2,$158.00
103839,07 Oct 2024,P03,STATIONERY, North ,5,21.00
104031,11-24-2024,P05,home,South,2,29.50
103794,04/09/2024,P03,stationery,East,6,$25.20
104450,31 Aug 2024,P08,stationery,South,4,$25.60
102713,02-14-2024,P07,electronics,East,6,$474.00
101992,23 Aug 2024,P05,HOME ,South,7,103.25
100498,2024-07-10,P07,ELECTRONICS,South,2,$158.00
103727,2024-02-15,P01,electronics,North,3,$74.97
104587,17 Dec 2024,P01,electronics, South ,3,$74.97
100491,18/05/2024,P08,stationery,East,3,19.20
103456,09-30-2024,P04,HOME,,2,64.00
104518,19 Nov 2024,P07,electronics,North,4,316.00
100892,31 Oct 2024,P03,stationery,East,4,$16.80
100500,04-21-2024,P04,home,East,5,$160.00
103455,28/03/2024,P01,ELECTRONICS,East,2,49.98
102717,2024-06-29,P02,electronics,South,5,$47.50
101004,2024-06-19,P02,ELECTRONICS,North,4,$38.00
102015,02-15-2024,P08,STATIONERY,West,4,25.60
100821,13/09/2024,P06,home, North ,5,41.50
100088,09-15-2024,P06,home,West,4,$33.20
104966,04-21-2024,P05,HOME,South,7,$103.25
102149,13/04/2024,P02,electronics,,6,57.00
104226,19 Jun 2024,P05,HOME,South,3,$44.25
100313,01/05/2024,P07,ELECTRONICS,East,7,553.00
101167,2024-04-25,P06,HOME,West,-5,$41.50
104945,12/10/2024,P02,electronics,East,6,57.00
103901,30/06/2024,P02,electronics, West ,3,28.50
103944,23/05/2024,P05,HOME,,5,$73.75
101795,07-18-2024,P06,HOME,West,2,16.60
103022,2024-03-16,P06,home, North ,1,8.30
103145,07/10/2024,P08,STATIONERY,,4,$25.60
100270,03-20-2024,P02,electronics,South,3,28.50
104671,2024-07-13,P08,STATIONERY,West,7,44.80
102845,11-06-2024,P01,electronics,North,1,24.99
101215,12 Jun 2024,P01,electronics,East,7,174.93
102119,06 Oct 2024,P06,home,East,7,$58.10
102560,23/04/2024,P02,electronics,South,6,$57.00
104991,12 Jan 2024,P02,electronics, South ,1,$9.50
102173,01-19-2024,P01,electronics ,West,7,$174.93
103687,06-17-2024,P01,electronics,South,7,$174.93
100563,2024-05-15,P06,HOME,,2,$16.60
100198,2024-11-27,P02,electronics,South,5,47.50
104286,21/01/2024,P04,home,South,3,96.00
104792,05-10-2024,P03,stationery,West,7,$29.40
102835,04-29-2024,P08,stationery,,6,$38.40
104554,01-17-2024,P05,home,West,4,59.00
101172,05/09/2024,P07,electronics,West,2,158.00
101837,30/03/2024,P08,stationery,South,6,$38.40
101507,2024-03-01,P04,home,South,1,32.00
104609,03 Jun 2024,P08,stationery,East,4,$25.60
103253,2024-09-12,P05,home,East,4,59.00
102864,11 Oct 2024,P01,electronics,North,7,174.93
102971,31/03/2024,P07,electronics,East,1,79.00
104523,2024-01-25,P08,STATIONERY,West,2,12.80
104253,03-06-2024,P03,stationery,East,4,$16.80
103625,2024-06-27,P05,home,West,2,29.50
100018,13/02/2024,P03,stationery,,1,$4.20
101034,22 Feb 2024,P08,stationery,North,5,$32.00
102261,07/04/2024,P02,electronics,North,2,19.00
100743,2024-02-11,P03,stationery,South,7,29.40
100824,26 Oct 2024,P06,home,North,2,$16.60
100551,2024-09-16,P03,stationery,West,2,8.40
102066,23 Oct 2024,P02,electronics,,2,19.00
103856,11-16-2024,P04,HOME,West,2,$64.00
104838,04-08-2024,P02,electronics,West,5,47.50
101162,17 Jan 2024,P04,home,West,7,224.00
103472,2024-06-28,P04,home,West,4,$128.00
101990,02-19-2024,P07,electronics,North,4,$316.00
100464,24 Apr 2024,P04,HOME,South,7,$224.00
103405,2024-02-29,P04,home,East,7,$224.00
100649,02/12/2024,P02,electronics,North,1,$9.50
104661,03-04-2024,P02,electronics,East,7,$66.50
102000,18/08/2024,P02,electronics,West,5,47.50
101723,07/08/2024,P07,electronics,East,3,237.00
101111,13 Apr 2024,P01,electronics,East,6,149.94
101239,2024-09-07,P08,stationery,East,2,12.80
100759,29/11/2024,P02,ELECTRONICS,North,7,66.50
104589,05/09/2024,P06,home,West,1,$8.30
104937,30 Nov 2024,P06,home,South,4,$33.20
104011,2024-07-09,P01,electronics,North,4,$99.96
100505,19 Mar 2024,P06,HOME,North,1,8.30
103926,2024-05-13,P02,ELECTRONICS, West ,2,19.00
100068,19/12/2024,P02,electronics,East,5,$47.50
101025,2024-01-21,P03,STATIONERY,East,7,$29.40
104178,11-12-2024,P01,ELECTRONICS,West,1,24.99
103018,12 Nov 2024,P02,electronics,East,1,9.50
103372,07/12/2024,P04,home,West,4,128.00
102481,16/01/2024,P06,home,North,6,$49.80
100963,04-16-2024,P07,ELECTRONICS,West,5,$395.00
102739,2024-04-15,P01,ELECTRONICS,East,3,$74.97
101711,2024-04-14,P06,HOME,East,6,49.80
101112,12 Nov 2024,P07,electronics,South,1,79.00
103009,22/04/2024,P01,electronics,East,7,174.93
103337,12-22-2024,P03,stationery,South,5,$21.00
102212,21 Dec 2024,P01,electronics,North,7,174.93
102533,10-09-2024,P05,home,South,2,$29.50
103097,01-08-2024,P06,home,East,3,$24.90
100968,2024-07-05,P07,electronics,West,7,$553.00
100186,04/10/2024,P04,home,East,6,192.00
101496,25 Jun 2024,P07,electronics,North,1,79.00
102080,2024-09-04,P08,stationery,South,5,$32.00
103873,17 Nov 2024,P07,electronics,East,6,$474.00
100045,08-11-2024,P03,stationery,West,5,21.00
103922,08-17-2024,P07,electronics,West,2,$158.00
102032,11-10-2024,P03,STATIONERY ,West,2,$8.40
104177,21 Sep 2024,P06,HOME,South,6,49.80
104850,2024-08-15,P06,home,West,7,$58.10
100184,26/07/2024,P06,HOME,East,7,58.10
102407,24 Nov 2024,P07,electronics,East,4,$316.00
103195,23 Jul 2024,P02,ELECTRONICS,West,5,$47.50
103500,06/09/2024,P04,home,West,4,128.00
100954,04-01-2024,P04,home,North,4,$128.00
102274,2024-06-12,P03,STATIONERY,East,3,12.60
104820,02-21-2024,P05,HOME,North,7,$103.25
104451,07-05-2024,P04,home,North,5,160.00
104875,24/07/2024,P02,ELECTRONICS,East,3,28.50
100317,03-15-2024,P07,ELECTRONICS,South,1,79.00
100319,19/01/2024,P08,stationery,West,2,12.80
100938,02/10/2024,P02,ELECTRONICS,East,3,$28.50
104180,23 Feb 2024,P07,electronics,East,7,$553.00
100524,25/11/2024,P08,STATIONERY,South,6,38.40
104798,30/12/2024,P05,home,West,3,$44.25
100192,21/01/2024,P06,home,West,1,$8.30
102607,07-04-2024,P04,HOME,East,4,$128.00
101601,29 Dec 2024,P03,stationery,West,1,4.20
101365,2024-05-14,P04,HOME, West ,1,$32.00
102847,09-05-2024,P06,home, East ,4,33.20
102495,2024-08-13,P04,home,South,3,$96.00
101267,04-10-2024,P08,STATIONERY,South,1,$6.40
100130,10 May 2024,P01,electronics,East,4,$99.96
101499,2024-02-29,P08,stationery,West,4,25.60
101298,28/04/2024,P01,ELECTRONICS,South,4,99.96
101879,2024-07-05,P02,electronics, South ,4,$38.00
101881,02/07/2024,P01,ELECTRONICS,South,7,174.93
100374,07/06/2024,P08,STATIONERY,South,7,$44.80
100495,29/08/2024,P04,home,East,1,$32.00
101176,2024-05-17,P02,electronics,East,4,$38.00
101420,11-18-2024,P06,HOME,,1,$8.30
101202,12-13-2024,P01,ELECTRONICS,North,1,$24.99
102789,2024-06-18,P02,ELECTRONICS,South,2,19.00
104803,27/03/2024,P08,stationery,South,1,$6.40
103205,28 Feb 2024,P05,home,South,4,59.00
103241,01/10/2024,P08,stationery,West,2,12.80
102429,19/12/2024,P08,stationery,North,6,$38.40
100658,06/03/2024,P08,stationery, North ,7,$44.80
104832,05 Feb 2024,P01,electronics,East,5,$124.95
104828,26 Mar 2024,P06,HOME,South,4,33.20
102908,2024-07-02,P07,ELECTRONICS,West,6,$474.00
101957,04-14-2024,P05,home,South,3,$44.25
102612,09-13-2024,P02,ELECTRONICS, North ,1,9.50
102370,20/07/2024,P08,STATIONERY,North,6,38.40
101330,2024-06-14,P02,electronics,South,2,19.00
102234,15/12/2024,P01,electronics,East,3,74.97
104688,12/04/2024,P05,HOME,South,3,$44.25
104034,11/01/2024,P01,electronics,South,3,74.97
103984,2024-09-23,P04,HOME,North,4,$128.00
102444,09-05-2024,P01,electronics,North,6,149.94
101129,2024-04-08,P01,electronics,North,4,99.96
100537,21 Apr 2024,P04,home,South,2,64.00
101733,13/01/2024,P05,home,North,3,44.25
100377,02/04/2024,P06,HOME ,East,3,$24.90
101400,11 Aug 2024,P06,home,West,2,$16.60
102986,09/02/2024,P08,stationery,East,7,44.80
100677,21 Jun 2024,P01,electronics,West,1,24.99
100928,27/02/2024,P02,electronics, West ,3,$28.50
102632,2024-03-22,P07,electronics,North,5,$395.00
102555,05-13-2024,P04,home,East,7,$224.00
104389,11-24-2024,P02,ELECTRONICS,East,6,57.00
100380,12 Dec 2024,P08,stationery,West,6,38.40
101145,12-03-2024,P06,home,North,1,8.30
101116,05 Jan 2024,P08,stationery,West,6,$38.40
100586,13 Jun 2024,P01,electronics,South,7,$174.93
102698,04/12/2024,P03,stationery, South ,7,29.40
103234,15/10/2024,P04,home,East,1,32.00
100091,09-27-2024,P04,home,North,3,96.00
102764,27 Aug 2024,P06,home,West,5,41.50
104096,2024-03-18,P01,electronics,West,7,$174.93
103602,08/06/2024,P02,ELECTRONICS,East,7,$66.50
102316,01 Mar 2024,P06,home,South,6,$49.80
104351,2024-02-05,P05,HOME,East,1,14.75
104024,2024-06-17,P02,ELECTRONICS,West,1,$9.50
102746,03 Dec 2024,P06,home,North,1,$8.30
100882,28/04/2024,P06,home, East ,2,$16.60
103936,2024-10-14,P08,stationery,West,3,$19.20
104909,06/11/2024,P02,electronics, East ,4,38.00
100497,30/10/2024,P04,HOME,East,4,$128.00
104942,2024-06-30,P05,HOME,West,3,$44.25
100826,2024-03-20,P08,stationery,East,3,$19.20
104949,06/07/2024,P08,stationery,East,1,6.40
100746,2024-12-17,P04,home,South,2,64.00
101333,09-26-2024,P03,stationery,North,3,12.60
102703,2024-05-09,P08,STATIONERY,East,3,19.20
100258,2024-05-24,P05,home, West ,4,59.00
100015,10-26-2024,P07,ELECTRONICS,West,4,$316.00
104759,11-21-2024,P01,electronics,West,2,$49.98
100137,2024-12-19,P04,HOME,South,3,$96.00
100030,31 Jul 2024,P07,electronics,,2,158.00
100636,16/10/2024,P07,electronics,East,1,$79.00
102488,02 Mar 2024,P07,electronics,West,7,553.00
102057,22/11/2024,P03,stationery,South,5,21.00
104859,2024-07-07,P02,electronics,West,4,38.00
101836,2024-11-02,P04,home,West,6,$192.00
100079,26 Feb 2024,P01,electronics,East,1,24.99
104747,19/09/2024,P04,home,West,1,32.00
100842,07-13-2024,P03,STATIONERY,North,4,16.80
104380,10/08/2024,P01,ELECTRONICS,East,1,$24.99
103669,2024-10-11,P05,HOME,East,7,103.25
102995,04-10-2024,P01,electronics,West,7,174.93
100207,10/07/2024,P05,home,South,1,$14.75
101079,27/06/2024,P06,HOME,West,1,8.30
101847,03/01/2024,P05,home,North,7,103.25
102475,2024-08-06,P06,home,North,1,$8.30
103499,2024-05-23,P08,stationery,East,5,32.00
101993,21/10/2024,P01,electronics,North,2,49.98
102344,2024-04-20,P07,ELECTRONICS,North,2,158.00
104716,09-25-2024,P02,ELECTRONICS,East,5,47.50
100976,09 Oct 2024,P07,electronics,West,2,158.00
103214,10-08-2024,P06,home,East,3,24.90
100626,2024-01-08,P08,stationery,North,2,$12.80
101962,2024-07-24,P04,home,South,2,64.00
103734,04 Jan 2024,P06,home,North,4,33.20
103202,13 Aug 2024,P03,stationery,North,6,$25.20
104521,10-05-2024,P06,home, East ,3,$24.90
100489,2024-02-06,P08,stationery,West,1,$6.40
103534,29 Feb 2024,P02,electronics,South,1,$9.50
101719,16/01/2024,P01,electronics,South,6,149.94
104562,29/03/2024,P06,home,,2,16.60
101412,06-16-2024,P04,home,East,1,$32.00
103736,07-10-2024,P07,electronics,West,3,237.00
103423,06-23-2024,P07,ELECTRONICS,South,5,395.00
101946,19 Dec 2024,P02,electronics,South,2,$19.00
101091,2024-05-05,P05,home,North,5,$73.75
104978,04/11/2024,P05,home ,South,2,29.50
104781,2024-04-17,P08,stationery,East,4,$25.60
101831,13 Jan 2024,P05,HOME,East,7,103.25
100278,24 Nov 2024,P02,electronics,East,5,47.50
100213,08-03-2024,P03,stationery,South,6,25.20
102905,08 Feb 2024,P01,electronics,East,3,74.97
103358,04/12/2024,P03,STATIONERY,East,7,29.40
101395,07-30-2024,P07,electronics,South,1,$79.00
104431,2024-10-05,P01,electronics,North,3,74.97
100936,17/12/2024,P04,home, East ,6,$192.00
101522,28 May 2024,P02,electronics,West,5,$47.50
104725,04-04-2024,P05,HOME,North,1,14.75
100978,2024-04-12,P06,HOME,West,1,$8.30
101428,2024-04-25,P01,electronics,East,4,99.96
100185,2024-06-19,P05,home,East,5,73.75
103882,23/07/2024,P05,home,South,5,$73.75
104079,2024-10-15,P08,stationery,North,5,32.00
100549,2024-05-17,P03,stationery ,South,1,4.20
101182,2024-05-21,P08,STATIONERY,North,7,$44.80
100397,08/12/2024,P08,stationery,West,5,$32.00
104324,01-20-2024,P01,electronics,North,2,$49.98
101698,08 Mar 2024,P05,home,East,6,88.50
103373,2024-09-13,P06,home,North,5,$41.50
100582,2024-11-20,P08,STATIONERY,North,5,32.00
101177,11/08/2024,P02,ELECTRONICS,South,1,9.50
103187,03-24-2024,P05,home,East,1,$14.75
102120,14/07/2024,P04,home,West,1,32.00
101022,2024-10-19,P03,stationery, North ,3,12.60
104505,23 Aug 2024,P05,home,South,7,$103.25
102096,11 Jul 2024,P06,home,North,2,$16.60
102548,21/08/2024,P03,stationery, North ,4,16.80
100230,29 Jul 2024,P06,home, East ,1,8.30
104430,24/03/2024,P05,home,West,1,14.75
100118,23/05/2024,P04,home,South,7,$224.00
103090,06/07/2024,P01,electronics, West ,2,$49.98
102576,2024-03-03,P08,stationery,South,1,$6.40
104385,13 May 2024,P02,electronics,East,7,$66.50
103677,16 Apr 2024,P07,electronics, North ,7,553.00
102752,2024-03-16,P04,home,North,-5,160.00
101726,04-14-2024,P03,STATIONERY,North,2,8.40
101125,16 Jun 2024,P07,electronics,East,5,$395.00
100277,07-09-2024,P04,HOME ,South,5,160.00
102245,14 Nov 2024,P03,STATIONERY, North ,1,4.20
100294,31/03/2024,P03,stationery,East,5,21.00
103598,05 Mar 2024,P08,STATIONERY,North,2,$12.80
103726,2024-02-14,P05,home,North,4,59.00
103937,20 Jun 2024,P03,stationery,North,1,4.20
102680,30/04/2024,P06,home,North,4,33.20
101019,2024-04-25,P06,home,North,1,8.30
102675,2024-09-04,P01,electronics,North,5,124.95
102988,25/02/2024,P05,home,East,4,$59.00
103323,12 May 2024,P06,HOME, East ,2,16.60
104457,11 Sep 2024,P02,electronics,West,-3,28.50
102073,01-11-2024,P05,HOME,North,6,88.50
102146,07 Mar 2024,P07,ELECTRONICS,West,7,$553.00
101135,13/08/2024,P07,electronics,East,6,$474.00
100259,06/05/2024,P04,HOME,East,1,$32.00
101637,05-20-2024,P05,home ,East,3,44.25
104916,05/04/2024,P04,home,North,1,32.00
101667,20 Aug 2024,P08,stationery,North,1,6.40
102595,17/10/2024,P01,electronics,West,7,174.93
103146,26/09/2024,P02,electronics, North ,4,$38.00
100749,25 Mar 2024,P03,stationery,West,1,
100499,17 May 2024,P02,electronics,North,5,47.50
102584,17/09/2024,P04,HOME,East,2,$64.00
100279,2024-11-23,P03,STATIONERY,West,2,$8.40
103047,08-15-2024,P07,ELECTRONICS,South,6,$474.00
100809,03/02/2024,P02,electronics,East,1,9.50
100122,06-11-2024,P07,ELECTRONICS,North,3,$237.00
100289,30 May 2024,P04,home,West,1,$32.00
103392,07/04/2024,P04,home,East,5,160.00
101912,23/04/2024,P02,ELECTRONICS,West,6,57.00
104842,2024-08-18,P03,STATIONERY,,7,29.40
104883,14 Feb 2024,P04,home,South,5,$160.00
100663,11 Jun 2024,P06,home,West,5,41.50
101082,04-12-2024,P01,ELECTRONICS,North,3,74.97
100250,03-25-2024,P05,HOME,North,6,88.50
101470,2024-02-27,P01,electronics, East ,4,99.96
104436,02/11/2024,P02,electronics,North,4,$38.00
103142,2024-08-02,P05,home ,North,4,$59.00
100989,2024-09-07,P08,stationery,North,1,6.40
104463,03-31-2024,P01,electronics,North,3,74.97
103388,12-02-2024,P04,home,West,5,160.00
101608,2024-08-30,P04,home,North,4,$128.00
103551,2024-11-24,P04,home, North ,1,$32.00
102339,2024-07-04,P01,electronics, South ,6,149.94
104405,29/03/2024,P08,STATIONERY,West,6,$38.40
100889,13 Mar 2024,P08,stationery,West,5,32.00
104217,2024-08-20,P04,home,East,2,$64.00
100428,16 Feb 2024,P08,stationery,West,1,$6.40
100125,03/09/2024,P08,stationery, East ,7,$44.80
101740,03 Nov 2024,P03,stationery,East,2,8.40
104677,25 Feb 2024,P01,electronics,East,1,$24.99
102729,12/05/2024,P05,home,East,2,$29.50
102388,2024-10-31,P08,STATIONERY,West,4,25.60
102922,26/11/2024,P05,home,North,1,$14.75
100103,2024-08-06,P04,home,East,1,32.00
